tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
60783,CİHAT YÜCEL,1987,POR-8\'in (Ornithine-8-vazopressin) lokal vazokonstriktör olarak halothen anestezisinde değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('NdgrAx5MbeFgRjoN98gQvA','NdgrAx5MbeFgRjoN98gQvA')"
4947,DEMET GÜNAY,1988,Diabetiklerde Laktatemi\'nin diabet kontrol ve tedavi durumu ile ilişkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('bDMgoZc2olr3YRbJzakSPA','bDMgoZc2olr3YRbJzakSPA')"
4948,NECATİ ÇAKIR,1988,Arteriyel kan ve sinovyal sıvı gaz basınçları ve asit-baz parametreleri arasındaki ilişki<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('VFNJs5sR4Z4ANLDcsxVuAQ','VFNJs5sR4Z4ANLDcsxVuAQ')"
80995,ERKAN MERDER,1985,Erkek infertilitesinde artifisyel homolog inseminasyon<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('ZdPI_iR6oMqLs1X4PZN6XA','ZdPI_iR6oMqLs1X4PZN6XA')"
10473,ARZU ÇİLOĞLU,1990,1980-1989 yılları arasında izlenen 118 pemfiguslu hastanın klinik araştırma sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('40rie4r0rKWxxM9fmHZWzQ','40rie4r0rKWxxM9fmHZWzQ')"
10474,M.HAKEM LÜTFİ,1990,Kadınlarda vaginal beta hemolitik streptokok taşıyıcılığı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('GbHlat0TEFDgAt-tKmPnAQ','GbHlat0TEFDgAt-tKmPnAQ')"
10475,H.NEVZAT AKMAN,1990,1984-1987 yılları arasında İstanbul Avcılar-Halkalı Sağlık Ocaklarında ishalli hastalık epidemiyolojisi ve 0-4 yaş grubu çocuklarda ishalli hastalık görülüşünde su kirliliğinin önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('l3U7DcZjg-TzaqgHVWpESg','l3U7DcZjg-TzaqgHVWpESg')"
10476,İBRAHİM BEDRİ ENDER,1990,İzole sıçan kalbinin global iskemisi sonrasında kısa süreli asidik reperfüzyonun miyokardial bocalamayı önlemedeki rolü. (Deneysel çalışma)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Kalp ve Damar Cerrahisi = Thoracic and Cardiovascular Surgery," onclick=tezDetay('oiLQjcIPbFYAj7urZ1oXoA','oiLQjcIPbFYAj7urZ1oXoA')"
10477,MİNE ATİK,1989,"İskemik kalb hastalığında isosorbid dinitrat ve isosorbid-5-mononitratın sol ventrikül fonksiyonları üzerine etkileri (klinik, M-mode, iki boyutlu ve pulsed doppler ekokardiografi ile yapılmış bir çalışma)<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('63T_MC2-lFTnTDacXJQwVg','63T_MC2-lFTnTDacXJQwVg')"
10478,AYŞE MUDUN,1990,99m Tc (v) DMSA\' nın yassı epitel hücreli larinks kanserlerini ve boyun metastazlarını göstermedeki değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('17BrEQvhesRX95kRDEfAfg','17BrEQvhesRX95kRDEfAfg')"
10479,EMİNE TAŞKIN,1989,Epidural morfin uygulamasının halothan macı üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('ZkO19lGo6KJglwdhSM6QZg','ZkO19lGo6KJglwdhSM6QZg')"
137747,SADIK ŞENCAN,1984,Stilling-Turk-Duane retraksiyon sendromu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('x8LfwHgsQeL-QCcTM-UPTQ','5QloUL8eNVeW-kOQ83LQ9g')"
10480,AYŞEN YÜCEL,1990,İntraplevral bupivakain uygulamasının posttorakotomi ağrısındaki yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('JrIzcXO8fO3NfJV1-PaXzg','JrIzcXO8fO3NfJV1-PaXzg')"
10481,TAHSİN ÜNAL,1990,Mısır yağı ve alkolce zengin beslenmenin sıçanların karaciğerlerinde lipit peroksidasyonu ve antioksidan sistem üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('f-iJ4katRmWtHR05q3skHA','f-iJ4katRmWtHR05q3skHA')"
60823,MAHMUT GÜRGAN,1987,İntraoküler lezyonların tanısında ultrsonografinin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('vuJXhTRWJW31FK4yOFzqVQ','vuJXhTRWJW31FK4yOFzqVQ')"
10482,AYŞE YALIMAN,1990,Egzersizin maksimal oksijen tüketimi ve serum lipoprotein düzeylerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('JkjidACyTuVaNmAsko6kaA','JkjidACyTuVaNmAsko6kaA')"
10483,LÜTFİYE MÜSLÜMANOĞLU,1990,Tıbbi rehabilitasyon yönünden ikitelli-Atatürk mahallesinde özürlülük epidemiyolojisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('Pshra4uURR7cc40EDe1yew','Pshra4uURR7cc40EDe1yew')"
10484,GÖZEN SERDAROĞLU,1990,Tıbbi rehabilitasyon açısından Halkalı Eski Bağlar mahallesindeki özürlülük epidemiyolojisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('29krHbizs5_l5-DLQvKCig','29krHbizs5_l5-DLQvKCig')"
10485,ZEYNEP AYDIN,1989,Normobarik hiperoksinin L-strain fibroblast kültürlerine etkisi<br><span style='font-style: italic';>The Effect of ambient oxygen concentration on L-strain fibroblasts in vitro,İstanbul Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('vo9-LjJ-bRTkV38ruz9HCw','vo9-LjJ-bRTkV38ruz9HCw')"
10486,İMER OKAR(DALKIR),1990,Diphenylhydantoinin karaciğer üzerine etkilerinin elektronmikroskopik incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Morfoloji = Morphology," onclick=tezDetay('qJFB9KkT0e90RAcMZgEmRQ','qJFB9KkT0e90RAcMZgEmRQ')"
10487,HÜLYA GÜNGEL,1990,Vena santralis retina tıkanıklıklarında klinik ve fundus flüoresein anjiografik bulgularla oftalmodinamometrik ölçümler arasındaki ilişkinin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('c8XkjkyhUyFkRO39ZTn1UQ','c8XkjkyhUyFkRO39ZTn1UQ')"
10488,ALİ OĞUZ,1990,Baş boyun kanserlerinde neoadjuvant kemoterapi uygulaması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('tMTw1s7q_GtTMEr7p53fvA','tMTw1s7q_GtTMEr7p53fvA')"
10489,NESİMİ BÜYÜKBABANİ,1990,Membranogroliferatif glomerülonefritler ışık mikroskopik elektronmikroskopik özellikler ve klinik bulgular ile ilişki araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('RV23dmdGIOr3DJO0ew8tHw','RV23dmdGIOr3DJO0ew8tHw')"
60994,HANEFİ DEMİRTAŞ,1987,Kliniğimize başvuran ishalli çocuklarda etken dağılımı ve etkenlere yönelik özellikler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('J2xIUupfe5zoN_uATq3ykQ','J2xIUupfe5zoN_uATq3ykQ')"
60995,NEZİHE KURTOĞLU,1987,Tedavi gören konjenital primer hipotiroidi olgularının retrospektif incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('JKWBd6sS6z-4AIgFZowb4g','JKWBd6sS6z-4AIgFZowb4g')"
60996,RANA KURUOĞLU,1987,Kronik böbrek yetersizliği olan çocuklarda propranolol ve D3 vitamininin parathormon ve renal osteodistrofi ile diğer bazı parametreler üzerine etkisinin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('mi0SqW-_ytdb-WHFcMmxFA','mi0SqW-_ytdb-WHFcMmxFA')"
60998,HÜSEYİN AKPINAR,1987,Hemodiyaliz tedavisi altında bulunan kronik böbrek yetmezlikli hastaların serum lipoprotein bileşimlerinin incelenmesi ile çeşitli aterojen indekslerin karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nefroloji = Nephrology," onclick=tezDetay('WAydJXxFZToVtlorfa0z6g','WAydJXxFZToVtlorfa0z6g')"
60999,ÜMRAH AYDOĞAN,1987,Kronik ishal olgularında fekal alfa 1-antitripsin ölçümü ile endojen protein kayıplarının değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('9NDhK4xYQBntRRz4amuyYw','9NDhK4xYQBntRRz4amuyYw')"
10490,İBRAHİM ALDANMAZ,1990,"Boğaz kültürlerinden aerop, anaerop ve %10 CO2\'li ortamda beta hemolitik streptokok izolasyonu<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('0kPM1GLJ1bS85IdN9OYSsw','0kPM1GLJ1bS85IdN9OYSsw')"
37691,HASAN QADAN,1989,Ülserli kolitte kolonoskopi ile çift kontrastlı baryum enemanın karşılaştırılmalı<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('Hiwa-PVbx9KErgS1xTT0Iw','Hiwa-PVbx9KErgS1xTT0Iw')"
60836,YILDIZ TÜMERDEM SİNOPLU,1988,"Metropolitan bir kentte gecekondu bölgelerinde, bebeklikte anne sütü ile beslenme ve sütten kesme davranışı<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('FJO9mlw4LPQNJsFkBye9LQ','FJO9mlw4LPQNJsFkBye9LQ')"
60838,ŞEVKİ KAFTANOĞLU,1987,Yüksek lipoprotein düzeyleri gösteren kronik hemodiyaliz hastaları ve nefrotik sendromlularda gemfibrozil uygulamasının serum lipidleri üzerine etkisinin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nefroloji = Nephrology ; Nöroloji = Neurology," onclick=tezDetay('DCPcrsUEBvtDY1j-5q0JYQ','DCPcrsUEBvtDY1j-5q0JYQ')"
6254,ÜLGER AVCI,1989,Akut miyokard infarktüs öncesinde angina pektoris varlığının infartüs sonrası hastane içi prognoza etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('rhCfBelOxZKG2lkxVEyxcw','rhCfBelOxZKG2lkxVEyxcw')"
6255,HALİL RAKICI,1989,Campylobactere benzer organizmaların gastrit ve peptik ülser etyolojisindeki rolü<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('jFa7A-Qzt_xAQYuZ5dxxHA','jFa7A-Qzt_xAQYuZ5dxxHA')"
6314,AMİRA HATOQWAİ,1989,İntraluminal tüp ile intrakolonik bypass tekniği deneysel çalışma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('SbuzJmbUAnV1v8pz1WGFFQ','SbuzJmbUAnV1v8pz1WGFFQ')"
6315,İRFAN HÜSEYİN,1989,Prostat kanseri vakalarında prostat sekretinin sitolojik değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('D3ldyRRE3ESPS7AdLWbXMg','D3ldyRRE3ESPS7AdLWbXMg')"
6316,NEJAT TANSU,1989,Renal ve renovasküler hipertansiyon teşhisinde periferik kanda renin ve sodyum ölçümlerinin değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('tYRibIb1dw0JqN73047Wiw','tYRibIb1dw0JqN73047Wiw')"
6317,FERHAN ÖZ,1989,Total larenjektami piyeslerinde larenks kanseri yayılımının histopatolojik olarak araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('DbOphsnw3gC1qHlsoFXeAQ','DbOphsnw3gC1qHlsoFXeAQ')"
6318,GÜLBERK EMİNSOY(KARADUMAN),1989,Aspartat aminotransferaz aktivitesi üzerine glikozun etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('-b8jIonHQ-UEAC1Y6AnLKA','-b8jIonHQ-UEAC1Y6AnLKA')"
1758,NAZMİ OLCAY,1987,Sella adenomlarının bilgisayarlı tomografik özellikleri ve çevre dokularda oluşturdukları lezyonların değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('BpQl3QdCNo2MAB6jrDP8AQ','BpQl3QdCNo2MAB6jrDP8AQ')"
80434,AZİZ ERYAVUZ,1985,Pankreas özsuyunun safra yollarına reflüsü ile safra taşı oluşumunun ilgisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('TJnd9m14t1DisUwMxl-FVQ','TJnd9m14t1DisUwMxl-FVQ')"
159023,YAŞAR TUNÇ,1984,"Fetal kardiyotokografi, perinatal mortalite ve sectio ceasaria abdominalis<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('i1y689Nmqn4Ii3YyAlD0QA','oAo0lazSTbCNw6zN4eNMjA')"
7857,MUSTAFA ALTINGÜNEŞ,1989,Sella adenomlarının bilgisayarlı tomografik bulgularının değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('LLDzKBMOCzDn-hzs0oxteg','LLDzKBMOCzDn-hzs0oxteg')"
7887,MERAL BERKEM,1989,Enüretik ve enkopretik çocukların semptom formasyonlarında agresyonun rolünün karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('6CRR2S33OWox_gE9XjgX3w','6CRR2S33OWox_gE9XjgX3w')"
7888,Ö.FEHMİ DALDAL,1989,Doğuştan çarpık ayağın cerrahi tedavisinde komplet subtalar release (C.S.T.R.) yöntemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('4uZzzIlkA86yCDu2zAc35w','4uZzzIlkA86yCDu2zAc35w')"
7889,BENER ŞEN,1989,Kallus distraksiyonu ile ekstremite uzatmalarında kallus oluşumu üzerine değişken streslerin etkisi ve günlük optimal uzatma miktarının belirlenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('iRtXCjRJRk9ATSa7FxZ9_w','iRtXCjRJRk9ATSa7FxZ9_w')"
7890,YILDIRAY KARGI,1989,Siroz ve maligniteye bağlı nedenlerle oluşan asit sıvıların ayırıcı tanısında fibronektin düzeylerinin önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('vs6POo-l25fdSFWrQrwZtQ','vs6POo-l25fdSFWrQrwZtQ')"
6654,FARNOUCH AZAMİ BONABİ,1989,Hipoparatiroidi (39 olgunun klinik ve laboratuvar bulgularının değerlendirilmesi)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('felZe0s6VlbnghEDNn9O0Q','felZe0s6VlbnghEDNn9O0Q')"
6655,MUSTAFA BOZ,1989,Tip II diabetiklerde lipoprotein fraksiyonlarındaki kolesterol düzeylerinin diabet ayar durumu ve komplikasyonlarla ilişkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('WOqwmf0euSFdHOc5GaayXw','WOqwmf0euSFdHOc5GaayXw')"
6656,TUĞRUL KADIOĞLU,1989,Adeziv barsak tıkanmaları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('VDnPeaN_D-8S-Bq-eDqNIw','VDnPeaN_D-8S-Bq-eDqNIw')"
6657,BEDİA SANDER,1989,"Tirotoksikoz vakalarında EMG bulgularının tirotoksikoz derecesi, tipi ve diğer koşullara göre değerlendirilmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('SuVr3e_RrYC3twIac7IKbw','SuVr3e_RrYC3twIac7IKbw')"
80777,ORHAN ÇAŞKULU,1985,Prolaktinoma\'lı hastalarda dopaminerjik uyarılara kraşı PRL ve TSH cevaplarının incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('PhY-uL3p92Uo1maZd9V0ew','PhY-uL3p92Uo1maZd9V0ew')"
158636,ŞÜKRAN ÇELENK,1984,"Üst batın ameliyatlarından sonra analjezik olarak uygulanan dolantin ve novalgin\'in vital kapasite, solunum hacmi ve dakika solunum sayısı üzerinde olan etkileri<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('SkhUU9sAtwH8A1UKrDyrHA','tWh1YweJouW3ts9eXP8lMA')"
150791,İRFAN ÖZTÜRK,1984,Femur trokanterler bölge kırıklarının ender çivileriyle tedavisi ve sonuçları<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('0Q1QotdS3JBSe9LlI_dlPA','PfbyJhZwG3itjk5UuhXmvA')"
1760,METİN CANER,1987,1978-1987 yılları arasında izlenen 33 cushing sendromu olgusunun incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('e5nf6qDe0QXlcCFR7xNixQ','e5nf6qDe0QXlcCFR7xNixQ')"
1761,AYNUR ÇIVGA,1987,Koroner arter bypass ameliyatı geçirenlerin klinik ve EKG değişimlerinin uzun dönemde incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('FlMbIygGpn5xoAWD3obuJQ','FlMbIygGpn5xoAWD3obuJQ')"
6084,MEHMET FAİK ÖZÇELİK,1989,"Deneysel dalak yaralanmalarında parankimde Nd: YAG laser, enfraruj kontakt koagülatör, elektrokoter ve sütür ile hemostazin sağlanması ve doku iyileşmesinin karşılaştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('SlXrnAbuVo5j-YEyKoyCIA','SlXrnAbuVo5j-YEyKoyCIA')"
6085,BAHRAM GALDİ GHORBANİ,1989,Heterotopik pankreas<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('TgIKXnM6hqA0K7cLO8FCKA','TgIKXnM6hqA0K7cLO8FCKA')"
6256,İHSAN ÇİFTAR,1989,Diabetes mellituslu hastalarda üriner infeksiyon sorunu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('YUIY30ZScr8Us2VddsYhUg','YUIY30ZScr8Us2VddsYhUg')"
6257,H.ATİLLA ŞENGÜL,1989,Famotidinin duedenum ülser ve semptomları üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('291AK_un81CmbAGve47HMQ','291AK_un81CmbAGve47HMQ')"
4925,ALİ ÇAKIR,1988,Nazofarenks tümörlerinin tanısında bilgisayarlı tomografi ve yumuşak teknik lateral boyun grafisinin doğruluk oranları hakkında karşılaştırmalı bir çalışma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('TdTAJ6pJb2pr5qd9i6yodA','TdTAJ6pJb2pr5qd9i6yodA')"
80441,MELİH AKTAN,1985,Akut lösemilerin tanısında sitoşimik yöntemler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('vACdhSB4K2ZWmBlSlfhtQg','vACdhSB4K2ZWmBlSlfhtQg')"
80443,MEHMET ZAFER ASLAN,1985,"Neurolept analjezi sonrası Naloxon, Centrophenoxin ve Daptazol\'ün, Fentanyl\'e bağlı solunum depresyonu üzerine etkisi<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('eFwZfmr0OqwxzK1eseFOxA','eFwZfmr0OqwxzK1eseFOxA')"
80444,ZEKİ AYDIN,1985,Deneysel akut erozif gastritte sistemik alkalozun koruyucu etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('a2kyAkq5mzbJL4ffw9BxXA','a2kyAkq5mzbJL4ffw9BxXA')"
80598,MUKADDES KAVALCI,1986,676 Behçet hastasında saptanan klinik bulguların değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('WafsOT15BLqU_-wmc1ZRZQ','WafsOT15BLqU_-wmc1ZRZQ')"
6323,H.RAMİZ PARLAR,1988,Alt ekstremite uzunluk eşitsizliklerinin tedavisinde distraksiyon epifizyolizi yöntemi ve sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('poZd1kLmMjWgkIwfYXlQvA','poZd1kLmMjWgkIwfYXlQvA')"
7891,A.TÜLİN ÖZDEN,1989,"Myokard infarktüsünün akut ve subakut dönemlerinde serum CRP, prealbumin ve plazma fibronektin düzeylerindeki değişiklikler<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('Eie0QyWxJberFuSwnFZGHA','Eie0QyWxJberFuSwnFZGHA')"
